1992-01-15,1.10622554856268
1992-02-15,1.18123830583433
1992-03-15,1.16252764075523
1992-04-15,1.14058513352611
1992-05-15,1.13752338833135
1992-06-15,1.07186596359925
1992-07-15,0.984351080115666
1992-08-15,0.940636162612689
1992-09-15,1
1992-10-15,1.00620853886715
1992-11-15,1.02815104609627
1992-12-15,0.924987242728355
1993-01-15,1.05315529852016
1993-02-15,1.04065317230822
1993-03-15,1.03121279129104
1993-04-15,1.0187106650791
1993-05-15,0.971848953903725
1993-06-15,0.887480864092533
1993-07-15,0.890627657764926
1993-08-15,0.924987242728355
1993-09-15,0.968787208708964
1993-10-15,1.01564891988433
1993-11-15,1.08436808981119
1993-12-15,1.13437659465896
1994-01-15,1.11872767477462
1994-02-15,1.12502126211941
1994-03-15,1.15623405341044
1994-04-15,1.11251913590747
1994-05-15,1.07186596359925
1994-06-15,1.00314679367239
1994-07-15,0.949991495152237
1994-08-15,1.01564891988433
1994-09-15,1.11566592957986
1994-10-15,1.17502976696717
1994-11-15,1.17188297329478
1994-12-15,1.16873617962238
1995-01-15,1.15308725973805
1995-02-15,1.12808300731417
1995-03-15,1.10001700969553
1995-04-15,1.08751488348359
1995-05-15,1.1468787208709
1995-06-15,1.20003401939105
1995-07-15,1.28125531552985
1995-08-15,1.33126382037762
1995-09-15,1.41563191018881
1995-10-15,1.47499574757612
1995-11-15,1.50314679367239
1995-12-15,1.52500425242388
1996-01-15,1.50935533253955
1996-02-15,1.55621704371492
1996-03-15,1.58436808981119
1996-04-15,1.66252764075523
1996-05-15,1.79690423541419
1996-06-15,1.64058513352611
1996-07-15,1.47814254124851
1996-08-15,1.42813403640075
1996-09-15,1.36562340534104
1996-10-15,1.30311277428134
1996-11-15,1.28125531552985
1996-12-15,1.26875318931791
1997-01-15,1.25625106310597
1997-02-15,1.21559789079775
1997-03-15,1.2281000170097
1997-04-15,1.28125531552985
1997-05-15,1.27496172818507
1997-06-15,1.10001700969553
1997-07-15,1.00935533253955
1997-08-15,1.11251913590747
1997-09-15,1.1437319271985
1997-10-15,1.11872767477462
1997-11-15,1.10622554856268
1997-12-15,1.07501275727164
1998-01-15,1.03750637863582
1998-02-15,1.02185745875149
1998-03-15,1.04065317230822
1998-04-15,0.993706412655214
1998-05-15,0.956285082497023
1998-06-15,0.865623405341044
1998-07-15,0.799965980608947
1998-08-15,0.74374893689403
1998-09-15,0.746895730566423
1998-10-15,0.865623405341044
1998-11-15,0.921840449055962
1998-12-15,0.893774451437319
1999-01-15,0.887480864092533
1999-02-15,0.853121279129104
1999-03-15,0.828117026705222
1999-04-15,0.818761694165674
1999-05-15,0.778108521857459
1999-06-15,0.781255315529852
1999-07-15,0.693740432046266
1999-08-15,0.7906106480694
1999-09-15,0.806259567953734
1999-10-15,0.80311277428134
1999-11-15,0.831263820377615
1999-12-15,0.787463854397006
2000-01-15,0.784402109202245
2000-02-15,0.793757441741793
2000-03-15,0.809406361626127
2000-04-15,0.80311277428134
2000-05-15,0.809406361626127
2000-06-15,0.781255315529852
2000-07-15,0.725038271814935
2000-08-15,0.749957475761184
2000-09-15,0.759397856778364
2000-10-15,0.837472359244769
2000-11-15,0.881272325225379
2000-12-15,0.89683619663208
2001-01-15,0.887480864092533
2001-02-15,0.88433407042014
2001-03-15,0.89683619663208
2001-04-15,0.893774451437319
2001-05-15,0.931280830073142
2001-06-15,0.856268072801497
2001-07-15,0.821908487838068
2001-08-15,0.856268072801497
2001-09-15,0.890627657764926
2001-10-15,0.89683619663208
2001-11-15,0.89683619663208
2001-12-15,0.899982990304473
2002-01-15,0.89683619663208
2002-02-15,0.88433407042014
2002-03-15,0.89683619663208
2002-04-15,0.88433407042014
2002-05-15,0.878125531552985
2002-06-15,0.912485116516414
2002-07-15,1.00314679367239
2002-08-15,1.13437659465896
2002-09-15,1.31561490049328
2002-10-15,1.36877019901344
2002-11-15,1.32811702670522
2002-12-15,1.26875318931791
2003-01-15,1.21559789079775
2003-02-15,1.15623405341044
2003-03-15,1.10937234223507
2003-04-15,1.05315529852016
2003-05-15,1.04065317230822
2003-06-15,0.962493621364178
2003-07-15,0.921840449055962
2003-08-15,1.04686171117537
2003-09-15,1.05936383738731
2003-10-15,1.07501275727164
2003-11-15,1.12808300731417
2003-12-15,1.15002551454329
2004-01-15,1.15002551454329
2004-02-15,1.17809151216193
2004-03-15,1.19688722571866
2004-04-15,1.21253614560299
2004-05-15,1.19374043204627
2004-06-15,1.10937234223507
2004-07-15,1.05315529852016
2004-08-15,1.02185745875149
2004-09-15,1.05000850484776
2004-10-15,1.07186596359925
2004-11-15,1.0812212961388
2004-12-15,1.0625106310597
2005-01-15,1.07186596359925
2005-02-15,1.05000850484776
2005-03-15,1.06871916992686
2005-04-15,1.04686171117537
2005-05-15,1.03435958496343
2005-06-15,1.00935533253955
2005-07-15,1
2005-08-15,1.01250212621194
2005-09-15,1.05000850484776
2005-10-15,1.07186596359925
2005-11-15,1.07815955094404
2005-12-15,1.10316380336792
2006-01-15,1.10001700969553
2006-02-15,1.1437319271985
2006-03-15,1.18438509950672
2006-04-15,1.19059363837387
2006-05-15,1.27810852185746
2006-06-15,1.24374893689403
2006-07-15,1.21253614560299
2006-08-15,1.22189147814254
2006-09-15,1.26875318931791
2006-10-15,1.4343425752679
2006-11-15,1.4343425752679
2006-12-15,1.41248511651641
2007-01-15,1.41563191018881
2007-02-15,1.47184895390373
2007-03-15,1.48435108011567
2007-04-15,1.52815104609628
2007-05-15,1.52500425242388
2007-06-15,1.57186596359925
2007-07-15,1.61558088110223
